fight_id,event_id,referee,fighter_1,fighter_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,time_format,scores_1,scores_2
1a191251620a84ca,00a905a4a4a2b071,Rich Mitchell,77d7295d1b22c694,9d83f6da776ff7d6,9d83f6da776ff7d6,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,3,1:09,3 Rnd (5-5-5),,
20f316f96c9e4458,00a905a4a4a2b071,Marc Goddard,881bf86d4cba8578,b9437600497350f3,881bf86d4cba8578,3,F,Middleweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),88,83
398db40015b3c81c,00a905a4a4a2b071,Jason Herzog,e1d40e8782d80bc2,082eba4cd80f736f,e1d40e8782d80bc2,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,85
3e2f00991f511607,00a905a4a4a2b071,Jason Herzog,c2299ec916bc7c56,b909a9a9688b5284,c2299ec916bc7c56,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,0:16,3 Rnd (5-5-5),,
7bced112f3229b1b,00a905a4a4a2b071,Marc Goddard,c21a036b4e012f1c,b7b84ccd221be298,b7b84ccd221be298,3,F,Lightweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),82,89
810c9da07970c4a6,00a905a4a4a2b071,Marc Goddard,787bb1f087ccff8a,c62fbc117d57b943,787bb1f087ccff8a,5,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,3,4:23,5 Rnd (5-5-5-5-5),,
acc9a109b00a99e1,00a905a4a4a2b071,Rich Mitchell,f1d64ae34e088832,329e403448756217,329e403448756217,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),82,89
b8ca1acdf3dc2f58,00a905a4a4a2b071,Jason Herzog,e1147d3d2dabe1ce,7acbb0972e75281a,e1147d3d2dabe1ce,3,F,Middleweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),89,82
ca7fd237c16cec84,00a905a4a4a2b071,Rich Mitchell,b4537562f88ac582,7debc13b36343605,7debc13b36343605,3,F,Bantamweight,M,KO/TKO,Punches to Head On Ground,1,3:15,3 Rnd (5-5-5),,
ce62a50e97d497f9,00a905a4a4a2b071,Loic Pora,5e6294b37bbef029,06e4245d16fc5315,5e6294b37bbef029,3,F,Women's Featherweight,F,Submission,Rear Naked Choke,2,4:54,3 Rnd (5-5-5),,
cf9035f2fc2e232f,00a905a4a4a2b071,Loic Pora,36b8f265bcd1b7a4,71505842fb6455c3,36b8f265bcd1b7a4,3,F,Middleweight,M,KO/TKO,Punches to Head In Clinch,1,0:19,3 Rnd (5-5-5),,
fd47032108b85cf0,00a905a4a4a2b071,Rich Mitchell,1e4f273069fb9e85,b4c57a8c2b773e82,1e4f273069fb9e85,3,F,Lightweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),89,82
03de7404decde12f,010986ee359fb863,Mark Smith,c0ac37a4a1133da9,96924b0019b3aff1,c0ac37a4a1133da9,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,2,3:29,3 Rnd (5-5-5),,
0494ebcee93e717b,010986ee359fb863,Marc Goddard,7b3503352cd53abb,52ef95b5860fb28c,52ef95b5860fb28c,3,F,Featherweight,M,KO/TKO,Punch to Head In Clinch,1,4:12,3 Rnd (5-5-5),,
477c3b9de012e4b3,010986ee359fb863,Chris Tognoni,a09ed60aa67a3f67,8b1ed83b02303075,a09ed60aa67a3f67,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),90,81
5344e76e26503716,010986ee359fb863,Dan Miragliotta,37f560436d745c18,6c3b2525436cf5d4,37f560436d745c18,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,1,1:03,3 Rnd (5-5-5),,
5f622d812b8f407f,010986ee359fb863,Dan Miragliotta,4aa58269d0664b5b,9fe7af8b3fbe00a0,9fe7af8b3fbe00a0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),81,90
640f2ae3995b3b4f,010986ee359fb863,Dan Miragliotta,d1941565abf50b16,436f970c9ea9169c,d1941565abf50b16,3,F,Lightweight,M,Submission,Neck Crank From Back Control,3,3:25,3 Rnd (5-5-5),,
6f13fe34cb3ca906,010986ee359fb863,Marc Goddard,3738e68d2261e60f,fc08099550072fe4,fc08099550072fe4,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),84,87
a8239866e1222eae,010986ee359fb863,Mark Smith,5987b2458f4b5290,bc711b6dd95c1af6,bc711b6dd95c1af6,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),82,89
d0d99889c6abd8e1,010986ee359fb863,Chris Tognoni,547afe1017e72dbe,1e719d4b676dc19a,1e719d4b676dc19a,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,4:55,3 Rnd (5-5-5),,
f2b407019b2a5c15,010986ee359fb863,Marc Goddard,d802174b0c0c1f4e,c21f26bbde777573,d802174b0c0c1f4e,5,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,2,2:42,5 Rnd (5-5-5-5-5),,
fd29123ff92789e4,010986ee359fb863,Mark Smith,17e97649403ba428,53c10176e3bc7416,17e97649403ba428,3,F,Flyweight,M,KO/TKO,Punches to Head From Guard,2,4:31,3 Rnd (5-5-5),,
0f2983fe7753403f,012fc7cd0779c09a,Mark Smith,cd3d7e37ff2d679c,0c258d1d8e16e5f1,cd3d7e37ff2d679c,3,F,Bantamweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),86,85
110f539523a4b571,012fc7cd0779c09a,Jacob Montalvo,01b352b6a9074d5c,fc08099550072fe4,fc08099550072fe4,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),83,88
144443d4dbf43990,012fc7cd0779c09a,Jacob Montalvo,8e1f36476ef02a6a,b4192a975027aab6,8e1f36476ef02a6a,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),88,83
33719a2d9c69ed17,012fc7cd0779c09a,Chris Tognoni,262d32ebda89efc4,59c438c81fbf3ece,262d32ebda89efc4,3,F,Women's Flyweight,F,KO/TKO,Spinning Back Kick Head,3,1:27,3 Rnd (5-5-5),,
594435375d641f63,012fc7cd0779c09a,Chris Tognoni,37098a6e6c27fb66,46e0d677f91bacc0,46e0d677f91bacc0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),83,88
a3696c847ef6c7f9,012fc7cd0779c09a,Jacob Montalvo,7af33fc4435017f1,9e92e1ca498d7244,7af33fc4435017f1,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
b4cfb34e8224fd77,012fc7cd0779c09a,Keith Peterson,814e5233e2acf2ee,55fa6ce3e522c8bb,814e5233e2acf2ee,3,F,Flyweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),86,85
bd064deb3494b41a,012fc7cd0779c09a,Keith Peterson,2c483cf443f38ece,37d752ec41ed84bb,2c483cf443f38ece,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
c317f85a8266313e,012fc7cd0779c09a,Chris Tognoni,33efaf2d0941cfcf,447f9858ae78f921,447f9858ae78f921,3,F,Welterweight,M,KO/TKO,"Kick to Head At Distance
      Wheel Kick",3,1:03,3 Rnd (5-5-5),,
c33257dd0605c7de,012fc7cd0779c09a,Keith Peterson,8667caa0451d245b,cd13728ae1151f46,8667caa0451d245b,3,F,Light Heavyweight,M,KO/TKO,Knee to Head At Distance,2,1:02,3 Rnd (5-5-5),,
d0c01840c72429c6,012fc7cd0779c09a,Mark Smith,6b453bc35a823c3f,a6cba6bb66c1a8c9,6b453bc35a823c3f,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,1,3:24,3 Rnd (5-5-5),,
0ac5fc42ba039211,01dd4cdc2446f665,Matt Wynne,aceffa19749c4dc0,48a9a128784d53d1,48a9a128784d53d1,3,F,Lightweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),84,87
16dbe70eb7007f17,01dd4cdc2446f665,Matt Wynne,51c655162e462ceb,102a8fdf8cbf7467,102a8fdf8cbf7467,3,F,Flyweight,M,KO/TKO,Punches to Body At Distance,1,0:59,3 Rnd (5-5-5),,
2208b9f471a201d9,01dd4cdc2446f665,Jason Herzog,cbf5e6f231b55443,fba03cd6cc28dc41,cbf5e6f231b55443,5,T,Featherweight,M,Submission,Triangle Choke From Bottom Guard,2,4:19,5 Rnd (5-5-5-5-5),,
256894b49303537b,01dd4cdc2446f665,Marc Goddard,275aca31f61ba28c,e1248941344b3288,275aca31f61ba28c,5,T,Lightweight,M,Decision,Unanimous,5,5:00,5 Rnd (5-5-5-5-5),145,140
28af78600d6580f1,01dd4cdc2446f665,Jason Herzog,a9da3158dd2c2b5a,da4628f173337902,a9da3158dd2c2b5a,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),89,82
4f672dd40867d8c6,01dd4cdc2446f665,Marc Goddard,6b453bc35a823c3f,c6aee362c7a7d482,6b453bc35a823c3f,3,F,Welterweight,M,Submission,Rear Naked Choke,1,2:13,3 Rnd (5-5-5),,
51a12878b151d67b,01dd4cdc2446f665,Steve Perceval,4e30e4250cb08b61,ac7c765882f2c68c,4e30e4250cb08b61,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,2,0:44,3 Rnd (5-5-5),,
5c962ea13cb9b937,01dd4cdc2446f665,Peter Hickmott,4cd8b03aee1d0138,5095b0920a3602aa,5095b0920a3602aa,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),82,89
8b7bc2af1e15b668,01dd4cdc2446f665,Peter Hickmott,6751eacd16bd59bc,a52bc1e62cf0b7c6,6751eacd16bd59bc,3,F,Featherweight,M,Submission,Rear Naked Choke,2,2:02,3 Rnd (5-5-5),,
a37a6b6f9551a6e8,01dd4cdc2446f665,Marc Goddard,af9f42e6894047fc,3920d0cc288f9b0d,af9f42e6894047fc,3,F,Lightweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),90,81
ca2672e68fedf4b7,01dd4cdc2446f665,Steve Perceval,49e96ff8ab781589,476fe566d2df676e,476fe566d2df676e,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),83,88
da22d5a717ae9e35,01dd4cdc2446f665,Jason Herzog,e13abac8089a801a,ac40f7e3cbecdda4,e13abac8089a801a,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:06,3 Rnd (5-5-5),,
ec03739c836fadc8,01dd4cdc2446f665,Marc Goddard,70e1f8a821b72c8b,a495f599e787614f,Draw,3,F,Light Heavyweight,M,Decision,Majority,3,5:00,3 Rnd (5-5-5),85,83
0990ac7065412e76,02177caefe7c07d4,Dan Miragliotta,f53c1f4ceeed8c08,a0f0004aadf10b71,f53c1f4ceeed8c08,3,F,Flyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
1b0fa021b1158121,02177caefe7c07d4,Steve Rita,0b8d512c79b4baf3,be0b310a12eb80b4,be0b310a12eb80b4,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),83,88
50385add37239184,02177caefe7c07d4,Kevin MacDonald,82a5152216251682,1291edf2d566a71a,1291edf2d566a71a,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),82,89
5cf56c22cbc24758,02177caefe7c07d4,Steve Rita,fcd448a2fe1a23cc,b69f24c500d783e7,fcd448a2fe1a23cc,3,F,Light Heavyweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),88,83
5f617d6c19d3a281,02177caefe7c07d4,Dan Miragliotta,751de04455cfaac0,98d961097baaf308,751de04455cfaac0,3,F,Featherweight,M,KO/TKO,Punch to Head In Clinch,3,0:32,3 Rnd (5-5-5),,
8238f9d2fd961757,02177caefe7c07d4,Herb Dean,d28dee5c705991df,8d03ce87ca14e778,d28dee5c705991df,5,T,Heavyweight,M,Decision,Unanimous,5,5:00,5 Rnd (5-5-5-5-5),150,132
889207e3c622a5aa,02177caefe7c07d4,Herb Dean,2b074403b7c6cdb4,05339613bf8e9808,05339613bf8e9808,3,F,Bantamweight,M,KO/TKO,Kick to Head In Clinch,2,2:24,3 Rnd (5-5-5),,
9f96d11017f9c824,02177caefe7c07d4,Kevin MacDonald,d967f0128c323de6,0845c81e37d3bcb3,d967f0128c323de6,5,T,Light Heavyweight,M,KO/TKO,Punches to Head From Crucifix,2,2:00,5 Rnd (5-5-5-5-5),,
b9726184624ac076,02177caefe7c07d4,Dan Miragliotta,275aca31f61ba28c,75e5fec9f72910ef,275aca31f61ba28c,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,0:57,3 Rnd (5-5-5),,
ea66be2688f542be,02177caefe7c07d4,Kevin MacDonald,c5af5750e8bae4f0,cc351e408bbb7d43,c5af5750e8bae4f0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),88,83
f91709b071e8295a,02177caefe7c07d4,Steve Rita,71f048adbfed5b49,eae431e70064e046,eae431e70064e046,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,3:47,3 Rnd (5-5-5),,
026bb9fd1b3f239d,026b4f7049085842,Marc Goddard,476fe566d2df676e,6370c1c1e12723d5,476fe566d2df676e,3,F,Light Heavyweight,M,Submission,Arm Triangle From Half Guard,3,3:12,3 Rnd (5-5-5),,
16b0a16ab2e20fdb,026b4f7049085842,Daniel Movahedi,6b56e94a59b7b134,9fe7af8b3fbe00a0,6b56e94a59b7b134,3,F,Welterweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),89,82
3183dfe66fcdd25f,026b4f7049085842,Lukasz Bosacki,8b6e5dc2ba1edbe7,4729c93ba705a3bf,8b6e5dc2ba1edbe7,3,F,Welterweight,M,Submission,Arm Triangle From Mount,1,2:50,3 Rnd (5-5-5),,
3e2bde19e752f64b,026b4f7049085842,Lukasz Bosacki,887961364be5ceb3,7826923b47f8d72a,7826923b47f8d72a,3,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard,1,3:22,3 Rnd (5-5-5),,
45e6a9b56ee3a9d1,026b4f7049085842,Mike Beltran,329e403448756217,361d49960a196976,329e403448756217,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,82
678eda89a096dde8,026b4f7049085842,Daniel Movahedi,51018a31ddf31eb2,7138a15258dabf20,7138a15258dabf20,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),82,89
8a2e28da18ba6a25,026b4f7049085842,Marc Goddard,040a74bb0a465c54,9560ff14eb3129f7,040a74bb0a465c54,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
9d8c32c60df0e287,026b4f7049085842,Lukasz Bosacki,60a42bf82447c919,42ac4020cba261ad,60a42bf82447c919,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),89,82
a5558e8fec59a687,026b4f7049085842,Marc Goddard,0d5cc0170c1a7e71,0c25d0a5e8cdbf19,0d5cc0170c1a7e71,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,3:23,3 Rnd (5-5-5),,
d6e240c47ba6034d,026b4f7049085842,Mike Beltran,75353550928a7921,5d1b7e3dd9e11074,75353550928a7921,3,F,Flyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),88,83
dff2ef8fdde8c502,026b4f7049085842,Mike Beltran,9c442aaf149ea982,87f8699fdcc2c404,9c442aaf149ea982,3,F,Women's Strawweight,F,Decision,Split,3,5:00,3 Rnd (5-5-5),87,84
ec434314c5438fc7,026b4f7049085842,Marc Goddard,399afbabc02376b5,fa6796c55d6c5440,399afbabc02376b5,5,T,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:00,5 Rnd (5-5-5-5-5),,
ec5163539a133f17,026b4f7049085842,Mike Beltran,f1fac969a1d70b08,b1b0729d27936f2f,b1b0729d27936f2f,5,T,Welterweight,M,Decision,Unanimous,5,5:00,5 Rnd (5-5-5-5-5),140,145
f02fed4e98048471,026b4f7049085842,Daniel Movahedi,a93f94c923c3a9cb,d1c65d2cf2925ddd,d1c65d2cf2925ddd,3,F,Middleweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),81,90
1c0f5152b0bbef05,02fc8f50f56eb307,Mason White,8f2d9ee27f206f1f,817e0bdf08efce2e,8f2d9ee27f206f1f,3,F,Light Heavyweight,M,TKO - Doctor's Stoppage,Facial Cuts,1,2:06,3 Rnd (5-5-5),,
38dbb6f2e1456acd,02fc8f50f56eb307,John McCarthy,ad3f53c454cbbead,0aa92558424ced9e,ad3f53c454cbbead,5,T,Heavyweight,M,KO/TKO,Punches to Head From Half Guard,2,4:35,5 Rnd (5-5-5-5-5),,
3c2ac653409cf5f2,02fc8f50f56eb307,Larry Landless,0e041d43a47d2e4b,cedfdf8d423d500c,0e041d43a47d2e4b,3,F,Middleweight,M,KO/TKO,Punches to Head From Mount,1,3:09,3 Rnd (5-5-5),,
7468f870b08aaccc,02fc8f50f56eb307,John McCarthy,1ff9589f9065a9ed,6291ac0a3726732f,1ff9589f9065a9ed,3,F,Heavyweight,M,Submission,"Other - Lock From Bottom Guard
      Shoulder Lock",1,0:46,3 Rnd (5-5-5),,
87f39e0d82349c3b,02fc8f50f56eb307,Mason White,029880cdbf5ca089,95eb112a85601a0a,029880cdbf5ca089,3,F,Welterweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),90,81
e7833d5728f3ebef,02fc8f50f56eb307,John McCarthy,621a6c59f88a44fe,85e26e2468b4e82f,621a6c59f88a44fe,5,T,Welterweight,M,KO/TKO,Punches to Head From Mount,4,3:01,5 Rnd (5-5-5-5-5),,
ef83377d584ec055,02fc8f50f56eb307,Larry Landless,86dfed7cc24a9fa7,1a225f04aa6e0739,86dfed7cc24a9fa7,3,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard,1,2:58,3 Rnd (5-5-5),,
efc865fce64b5848,02fc8f50f56eb307,Larry Landless,b44f39a5c6596953,3738e68d2261e60f,b44f39a5c6596953,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,3,1:45,3 Rnd (5-5-5),,
019b88d4ac875ae4,030f08370fd1c2bb,Kevin Mulhall,2f95a3c6d58b2aad,14aa21bc82cac57d,2f95a3c6d58b2aad,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,2:31,3 Rnd (5-5-5),,
05f8696303709939,030f08370fd1c2bb,Kevin Mulhall,6a2f7c151031653d,e5c9de15bb58b1c6,6a2f7c151031653d,3,F,Lightweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
110d18c0953bde1d,030f08370fd1c2bb,Leon Roberts,0ee783aa00e468f0,00e11b5c8b7bfeeb,0ee783aa00e468f0,5,F,Middleweight,M,KO/TKO,"Kick to Head At Distance
      Wheel Kick",1,2:32,5 Rnd (5-5-5-5-5),,
11249454ed5fd71f,030f08370fd1c2bb,Leon Roberts,1fb80f46d3c105d9,27d65e9d0fba61ea,1fb80f46d3c105d9,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,82
4b4c4df2778538d9,030f08370fd1c2bb,Mario Yamasaki,30a09e43f15f1d75,e51fcd9cd84c0b93,30a09e43f15f1d75,3,F,Welterweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
59bb17087b12ad35,030f08370fd1c2bb,Leon Roberts,0dba4df5f34d5ff0,be4076c9e8d791e3,0dba4df5f34d5ff0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),88,83
8aff100107d0ba11,030f08370fd1c2bb,Mario Yamasaki,c268b2cfebccf652,a1b0715c4fd2dbd3,c268b2cfebccf652,3,F,Flyweight,M,KO/TKO,Punch to Body At Distance,2,1:07,3 Rnd (5-5-5),,
91f33ac24fb39eca,030f08370fd1c2bb,Kevin Mulhall,a8283a4f415e1eb9,af90b10c785ced3e,a8283a4f415e1eb9,3,F,Lightweight,M,Submission,Arm Triangle From Half Guard,1,3:08,3 Rnd (5-5-5),,
ac269f99e4e53634,030f08370fd1c2bb,Mario Yamasaki,7a703c565ccaa18f,6c2030e0a143a94b,7a703c565ccaa18f,3,F,Middleweight,M,Submission,Arm Triangle From Side Control,1,3:37,3 Rnd (5-5-5),,
caa56c26127bf7e8,030f08370fd1c2bb,Kevin Mulhall,b102c26727306ab6,b2e3aca4cd363477,b102c26727306ab6,3,F,Flyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
cf5f9da861c5e63f,030f08370fd1c2bb,Mario Yamasaki,ed209f6618c82e41,6fb1ba67bef41b37,6fb1ba67bef41b37,3,F,Featherweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),83,86
eacfc05c3e5ead5e,030f08370fd1c2bb,Mario Yamasaki,7413b80dbb0f8f9f,c3bd649a9194e50c,7413b80dbb0f8f9f,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,3,0:13,3 Rnd (5-5-5),,
edc4e54d5258eea8,030f08370fd1c2bb,Leon Roberts,75e5fec9f72910ef,03c9994c5b8958ec,75e5fec9f72910ef,3,F,Lightweight,M,Submission,Guillotine Choke On Ground,2,2:34,3 Rnd (5-5-5),,
06fab49a307ff3d2,0313bf497de9c470,Dan Miragliotta,2f13e4020cea5b38,5ef0088c1b19beeb,2f13e4020cea5b38,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),90,81
17bb1e62772ac5af,0313bf497de9c470,Cyril Desjardins,6e7c758f5cdec01a,56c9acc4e86046a2,56c9acc4e86046a2,3,F,Flyweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),84,87
1cad3dc6d7eccdfb,0313bf497de9c470,Brad Jardine,6bd02119599741a4,12f1b140e248bdb9,NC,3,F,Bantamweight,M,Overturned,Failed Drug Test by Munhoz,1,0:39,3 Rnd (5-5-5),,
20af0f55d226f320,0313bf497de9c470,Cyril Desjardins,c03a5022f8439f2a,3e61082025db8137,c03a5022f8439f2a,3,F,Lightweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),90,81
2d13778322a8af82,0313bf497de9c470,Cyril Desjardins,b8592b4a383696cd,72c4b253d2f5ebf2,b8592b4a383696cd,3,F,Bantamweight,M,Submission,Rear Naked Choke,1,2:06,3 Rnd (5-5-5),,
2d1f8ee74824f983,0313bf497de9c470,Brad Jardine,55ee431411ccf07a,33e00249ef08d3a4,55ee431411ccf07a,3,F,Lightweight,M,Submission,Inverted Triangle From Side Control,2,3:22,3 Rnd (5-5-5),,
4664432c0d592411,0313bf497de9c470,Dan Miragliotta,ff6a1f63c254127e,8f0d576beba1cfcd,ff6a1f63c254127e,3,F,Welterweight,M,KO/TKO,Kick to Head At Distance,1,1:03,3 Rnd (5-5-5),,
4e981b587c1012dd,0313bf497de9c470,Herb Dean,4ac1ecf8ce59ef23,e5010b1b94ca5755,e5010b1b94ca5755,3,F,Lightweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),85,86
5e07077e84fc45cd,0313bf497de9c470,Herb Dean,49858bf46dabf6fb,e64b96c07d7ce999,49858bf46dabf6fb,3,F,Welterweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),87,84
64542fe846b9aea9,0313bf497de9c470,Herb Dean,cbd5d3cdd862e90e,0749d968e932df53,cbd5d3cdd862e90e,5,F,Welterweight,M,KO/TKO,Punch to Head At Distance,3,1:28,5 Rnd (5-5-5-5-5),,
7e25199be406dd7b,0313bf497de9c470,Brad Jardine,34f88592c0ab7a54,da1d8d76404bb6b5,34f88592c0ab7a54,3,F,Middleweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,84
88933cf1edd83034,0313bf497de9c470,Dan Miragliotta,5f99b2bafb10305f,6bf5a7d3e081ade2,5f99b2bafb10305f,3,F,Lightweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),90,81
0a083ab881ef3a5f,03688dc3c3af3ac1,Mario Yamasaki,349aaa3da11eb587,7d3caf0f96f1b33d,349aaa3da11eb587,3,F,Welterweight,M,KO/TKO,"Punches to Head From Back Control
      Submission to Strikes",1,4:44,3 Rnd (5-5-5),,
12231c1ca2e09011,03688dc3c3af3ac1,Mario Yamasaki,31ee470ef5dc8d7f,21321cdfba797c52,31ee470ef5dc8d7f,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,1,2:54,3 Rnd (5-5-5),,
3fe41b95899316d5,03688dc3c3af3ac1,John McCarthy,5be86bb2f78fef2f,6a92caba39b64752,5be86bb2f78fef2f,3,F,Light Heavyweight,M,KO/TKO,Punches to Head From Back Control,2,2:37,3 Rnd (5-5-5),,
57a7767c4255e034,03688dc3c3af3ac1,Herb Dean,2a542ee8a8b83559,3738e68d2261e60f,2a542ee8a8b83559,5,T,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:43,5 Rnd (5-5-5-5-5),,
5f9b063630e52778,03688dc3c3af3ac1,John McCarthy,2f732dd9210d301f,fcffee71cff5530e,2f732dd9210d301f,3,F,Light Heavyweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),87,83
f747fbe721cdb042,03688dc3c3af3ac1,Herb Dean,8f2d9ee27f206f1f,8c3f3c43c8ceb778,8f2d9ee27f206f1f,3,F,Middleweight,M,Submission,Triangle Choke After Drop to Guard,1,3:14,3 Rnd (5-5-5),,
fb972da69450127f,03688dc3c3af3ac1,John McCarthy,cbfd1d34356a004c,6aa1cbc1466e9a0b,cbfd1d34356a004c,3,F,Heavyweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),87,84
fdafa20b7ec8cb44,03688dc3c3af3ac1,Marco Lopez,4123fd4dcc1fe937,3410cf010558dc8b,4123fd4dcc1fe937,3,F,Middleweight,M,Submission,Rear Naked Choke,1,3:08,3 Rnd (5-5-5),,
fef433a7cb7a2029,03688dc3c3af3ac1,Marco Lopez,029880cdbf5ca089,f57a8a52ca401ed9,029880cdbf5ca089,3,F,Welterweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),90,81
3b03f8d3a55f3cb2,03b1e846b09f721d,Mike Beltran,dea070ed4a2a8281,3a46b268013afede,dea070ed4a2a8281,3,F,Middleweight,M,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),87,80
520f6379fefd8fda,03b1e846b09f721d,Blake Grice,d247691a6c0e9034,b6452706b373eea1,b6452706b373eea1,3,F,Featherweight,M,Submission,Rear Naked Choke,1,4:15,3 Rnd (5-5-5),,
5d8a1daadda47ace,03b1e846b09f721d,Blake Grice,b76c6268dc1d3c05,1ebe20ebbfa15e29,1ebe20ebbfa15e29,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,3 Rnd (5-5-5),84,87
65223fa6055df489,03b1e846b09f721d,Mike Beltran,1ae8f3c723aacff4,a7897d200692ab64,1ae8f3c723aacff4,3,F,Bantamweight,M,Decision,Split,3,5:00,3 Rnd (5-5-5),86,85
866729ea2ceddb25,03b1e846b09f721d,Frank Trigg,ab2b4ff41d6ebe0f,d2036f31c035e0d1,ab2b4ff41d6ebe0f,3,F,Flyweight,M,KO/TKO,Punches to Head At Distance,1,3:46,3 Rnd (5-5-5),,
8e971c1ec4b981cc,03b1e846b09f721d,Frank Trigg,7c7332319c14094c,2296125b6c362355,7c7332319c14094c,3,F,Bantamweight,M,KO/TKO,Punch to Body At Distance,2,4:53,3 Rnd (5-5-5),,
